date_reservation, date_accommodation_begin, nights7, city, hotel_name, room_type, number_of_rooms, total_price, cancellation7, cancellation2
2024-06-03,  2024-07-27,  5,  Viyana,  Star Inn Hotel Wien,  suit,  1,  7700,  0.2,  0.30000000000000004
2024-06-06,  2024-07-24,  2,  Tokyo,  Keio Plaza Hotel,  deluxe,  2, 6440,  0.35000000000000003,  0.85
2024-05-20,  2024-07-11,  2,  Antalya,  Grand Gulluk Hotel,  deluxe,  2, 4520,  0.25,  0.45000000000000007
2024-06-07,  2024-07-19,  6,  Şanlıurfa,  El Ruha Hotel,  deluxe,  9, 173880,  0.3,  0.8
2024-06-19,  2024-08-07,  2,  Muğla,  Karya Hotel,  suit,  4, 11840,  0.2,  0.75
2024-06-01,  2024-07-14,  13,  İzmir,  Swissotel Buyuk Efes,  standard,  1, 38220,  0.4,  0.8
2024-05-19,  2024-07-10,  4,  Trabzon,  Radisson Blu Hotel Trabzon,  executive,  2, 22560,  0.25,  0.5
2024-05-24,  2024-07-15,  8,  İstanbul,  Hotel Venera,  deluxe,  10,  117600,  0.2,  0.6000000000000001
2024-06-23,  2024-08-09,  3,  Los Angeles,  The Beverly Hills Hotel,  deluxe,  6, 65880,  0.3,  0.95
2024-05-30,  2024-07-13,  3,  Los Angeles,  Four Seasons Hotel Los Angeles,  standard,  6, 57960,  0.3,  0.65
2024-06-19,  2024-07-31,  2,  Antalya,  Akra V Hotel,  large,  4, 13680,  0.35000000000000003,  0.85
2024-05-25,  2024-07-16,  3,  Los Angeles,  The Westin Bonaventure Hotel,  large,  13,  54600,  0.30000000000000004,  0.7
2024-06-19,  2024-08-09,  1,  Los Angeles,  Hollywood Hotel,  executive,  2, 3900,  0.15000000000000002,  0.75
2024-06-05,  2024-07-30,  1,  Seul,  Four Points by Sheraton Josun,  executive,  1,  2220,  0.2,  0.85
2024-05-27,  2024-07-20,  3,  Melbourne,  Best Western Atlantis Hotel,  suit,  1,  3030,  0.15000000000000002,  0.6000000000000001
2024-06-18,  2024-08-08,  1,  Konya,  Derya Hotel,  suit,  3, 3330,  0.25,  0.45000000000000007
2024-05-25,  2024-07-13,  1,  Bali,  The Stones Hotel - Legian Bali,  deluxe,  2, 1700,  0.35000000000000003,  0.7
2024-05-22,  2024-07-11,  4,  İstanbul,  Four Seasons Hotel Istanbul,  executive,  2,  23200,  0.35,  0.95
2024-05-31,  2024-07-22,  1,  Antalya,  Ramada Plaza Antalya,  suit,  3, 3840,  0.2,  0.85
2024-06-07,  2024-07-31,  6,  Bursa,  Efehan Hotel,  suit,  6,  35280,  0.25,  0.30000000000000004
2024-06-06,  2024-07-25,  2,  Aydın,  Richmond Ephesus Resort,  executive,  1, 6980,  0.4,  1
2024-05-28,  2024-07-16,  1,  Mumbai,  The Oberoi Mumbai,  large,  34, 96900,  0.25,  0.8
2024-06-10,  2024-07-22,  7,  Pekin,  Waldorf Astoria Beijing,  deluxe,  3, 59850,  0.3,  0.65
2024-05-28,  2024-07-20,  15,  Kuala Lumpur,  Hotel Sentral Kuala Lumpur,  large,  2, 30000,  0.25,  0.30000000000000004
2024-05-27,  2024-07-19,  7,  Antalya,  Akra Barut,  deluxe,  14,  334180,  0.3,  1
2024-06-07,  2024-07-28,  2,  Singapur,  Ibis Singapore on Bencoolen,  large,  2, 4240,  0.25,  0.30000000000000004
2024-06-10,  2024-08-01,  14,  Miami,  Best Western Plus Miami-Doral/Dolphin Mall,  large,  4,  25200,  0.30000000000000004,  0.75
2024-06-25,  2024-08-07,  15,  Las Vegas,  Luxor Hotel & Casino,  large,  9, 162000,  0.35000000000000003,  0.4
2024-06-23,  2024-08-07,  6,  Paris,  Mercure Paris Centre Tour Eiffel,  deluxe,  8, 68640,  0.35000000000000003,  1
2024-05-23,  2024-07-14,  10,  Ankara,  Hotel Abro Sezenler,  standard,  6,  51600,  0.25,  0.75
2024-06-25,  2024-08-07,  8,  Nairobi,  Hemingways Nairobi,  large,  1, 27680,  0.4,  1
2024-05-22,  2024-07-15,  2,  Mexico City,  NH Collection Mexico City Reforma,  executive,  2, 11600,  0.25,  1
2024-05-30,  2024-07-23,  5,  Londra,  DoubleTree by Hilton Londra,  suit,  8, 50000,  0.35000000000000003,  0.85
2024-05-31,  2024-07-12,  2,  Los Angeles,  The Beverly Hills Hotel,  suit,  1, 6600,  0.3,  0.95
2024-06-18,  2024-08-03,  2,  Melbourne,  Radisson on Flagstaff Gardens,  standard,  12, 28800,  0.35000000000000003,  0.4
2024-06-01,  2024-07-16,  2,  Prag,  Mandarin Oriental Prague,  suit,  12, 54720,  0.4,  0.65
2024-05-26,  2024-07-18,  12,  Doha,  Plaza Inn Doha,  large,  7, 52080,  0.15000000000000002,  0.6000000000000001
2024-06-03,  2024-07-28,  7,  Miami,  Hotel St. Michel,  suit,  3,  27300,  0.30000000000000004,  0.30000000000000004
2024-06-19,  2024-08-06,  4,  Aydın,  Korumar Ephesus Beach,  suit,  2, 29600,  0.3,  1
2024-05-24,  2024-07-16,  6,  San Francisco,  The Mosser,  deluxe,  2, 15720,  0.25,  0.75
2024-06-05,  2024-07-27,  5,  New York,  Marriott Marquis Times Square,  suit,  1, 12900,  0.2,  0.7
2024-06-07,  2024-07-27,  1,  Antalya,  Grand Gulluk Hotel,  large,  2,  1880,  0.25,  0.45000000000000007
2024-06-03,  2024-07-25,  4,  Gaziantep,  Grand Hotel Gaziantep,  suit,  12, 91680,  0.3,  0.95
2024-06-11,  2024-07-31,  3,  Prag,  Ibis Praha Old Town,  deluxe,  1, 3300,  0.30000000000000004,  0.30000000000000004
2024-06-11,  2024-07-26,  2,  Miami,  The Setai Miami Beach,  suit,  2, 6920,  0.3,  0.5
2024-06-07,  2024-07-28,  1,  Nevşehir,  Shoestring Cave House,  large,  1,  1220,  0.25,  0.30000000000000004
2024-06-09,  2024-07-31,  1,  Gaziantep,  Kucuk Velic Hotel,  suit,  9, 11520,  0.2,  0.75
2024-06-04,  2024-07-23,  3,  Las Vegas,  Circus Circus Hotel & Casino,  suit,  4, 18240,  0.15000000000000002,  0.30000000000000004
2024-06-15,  2024-07-30,  2,  Gaziantep,  Divan Gaziantep,  suit,  2, 6520,  0.25,  0.8
2024-06-15,  2024-07-31,  2,  İstanbul,  Four Seasons Hotel Istanbul,  large,  3, 15360,  0.35,  0.95
2024-06-17,  2024-08-06,  2,  Cape Town,  The Table Bay Hotel,  executive,  5, 27700,  0.4,  0.95
2024-06-18,  2024-08-09,  1,  Londra,  Premier Inn London,  standard,  7, 5810,  0.25,  0.30000000000000004
2024-06-22,  2024-08-07,  3,  Nevşehir,  Kayakapi Premium Caves,  standard,  1, 7440,  0.25,  0.65
2024-06-25,  2024-08-08,  4,  Ankara,  Sheraton Ankara,  standard,  4, 38560,  0.25,  1
2024-06-18,  2024-08-01,  4,  Barselona,  Hotel Arts Barcelona,  large,  1, 11600,  0.4,  1
2024-06-08,  2024-07-28,  3,  Miami,  The Setai Miami Beach,  executive,  2, 10920,  0.3,  0.5
2024-06-02,  2024-07-22,  2,  Jakarta,  Hotel Indonesia Kempinski,  deluxe,  6,  46920,  0.35,  0.8
2024-06-22,  2024-08-07,  7,  Mumbai,  Four Seasons Hotel Mumbai,  deluxe,  2, 50400,  0.25,  0.5
2024-06-11,  2024-07-27,  1,  Trabzon,  Fengo Hotel,  large,  3, 6090,  0.30000000000000004,  0.7
2024-06-03,  2024-07-27,  1,  İzmir,  Met Boutique Hotel,  suit,  3,  3150,  0.2,  0.45000000000000007
2024-06-09,  2024-07-22,  2,  Bangkok,  Shangri-La Hotel Bangkok,  deluxe,  12, 51600,  0.3,  1
2024-05-29,  2024-07-17,  2,  İstanbul,  The Constantine Hotel,  large,  14, 27440,  0.25,  0.75
2024-06-23,  2024-08-06,  1,  Eskişehir,  Anemon Eskisehir,  large,  15, 28050,  0.25,  0.55
2024-06-06,  2024-07-29,  1,  İstanbul,  The Constantine Hotel,  suit,  1, 1620,  0.25,  0.75
2024-06-07,  2024-07-27,  2,  Londra,  Ibis London City,  large,  2,  2400,  0.25,  0.30000000000000004
2024-06-16,  2024-08-04,  2,  Dubai,  Four Points by Sheraton Sheikh Zayed Road,  deluxe,  1, 3580,  0.2,  0.85
2024-05-19,  2024-07-13,  2,  Adana,  Adana Plaza Hotel,  large,  2,  2520,  0.30000000000000004,  0.6000000000000001
2024-05-21,  2024-07-14,  8,  Roma,  Hotel de Russie,  executive,  1,  34480,  0.3,  1
2024-05-31,  2024-07-20,  5,  Antalya,  Akra Barut,  executive,  2, 25300,  0.3,  1
2024-06-12,  2024-08-02,  5,  İzmir,  Met Boutique Hotel,  deluxe,  4,  16800,  0.2,  0.45000000000000007
2024-05-25,  2024-07-18,  5,  Kuala Lumpur,  Hotel Pudu Plaza,  executive,  2,  16500,  0.15000000000000002,  0.75
2024-06-02,  2024-07-25,  4,  Roma,  Hotel Lancelot,  standard,  10,  38800,  0.30000000000000004,  0.30000000000000004
2024-06-01,  2024-07-19,  12,  San Francisco,  Fairmont San Francisco,  deluxe,  1, 49200,  0.25,  0.8
2024-06-01,  2024-07-24,  10,  Dubai,  Ibis One Central,  large,  12,  54000,  0.2,  0.75
2024-06-23,  2024-08-07,  14,  Hong Kong,  The Peninsula Hong Kong,  standard,  5, 137200,  0.3,  0.8
2024-06-06,  2024-07-24,  14,  Riyadh,  Ibis Riyadh Olaya Street,  deluxe,  1, 10640,  0.15000000000000002,  0.6000000000000001
2024-06-07,  2024-07-29,  12,  Ankara,  Hotel Ickale,  suit,  2,  42960,  0.35000000000000003,  0.55
2024-06-15,  2024-08-06,  5,  Milano,  Hotel Principe di Savoia,  executive,  1,  11300,  0.25,  0.65
2024-05-22,  2024-07-16,  4,  Tokyo,  Hotel Mystays Asakusa,  suit,  9,  48960,  0.2,  0.6000000000000001
2024-06-19,  2024-08-06,  1,  Sydney,  Rydges Sydney Central,  large,  9, 11970,  0.2,  0.7
2024-06-07,  2024-07-30,  4,  Bangkok,  The Peninsula Bangkok,  executive,  2,  25200,  0.4,  1
2024-06-09,  2024-07-31,  3,  Hong Kong,  Novotel Century Hong Kong,  executive,  2,  15720,  0.35000000000000003,  0.55
2024-06-03,  2024-07-26,  6,  Pekin,  Rosewood Beijing,  executive,  1,  25980,  0.4,  1
2024-06-16,  2024-08-05,  3,  Mersin,  Divan Mersin,  executive,  1, 11040,  0.3,  1
2024-05-29,  2024-07-14,  4,  Singapur,  Raffles Hotel Singapore,  standard,  2, 36400,  0.25,  0.65
2024-06-18,  2024-07-30,  5,  Sydney,  Park Hyatt Sydney,  standard,  30, 454500,  0.25,  0.65
2024-05-28,  2024-07-16,  1,  Las Vegas,  Luxor Hotel & Casino,  large,  10, 16200,  0.35000000000000003,  0.4
2024-05-30,  2024-07-13,  6,  Şanlıurfa,  Hilton Garden Inn Sanliurfa,  standard,  2, 80400,  0.25,  0.5
2024-05-23,  2024-07-12,  1,  Milano,  Hotel Bolzano,  deluxe,  1, 1380,  0.15000000000000002,  0.30000000000000004
2024-06-02,  2024-07-24,  14,  Delhi,  The Metropolitan Hotel & Spa New Delhi,  deluxe,  10, 236600,  0.30000000000000004,  0.7
2024-05-31,  2024-07-12,  6,  Sydney,  Shangri-La Hotel Sydney,  large,  8, 183360,  0.35,  0.8
2024-06-01,  2024-07-22,  7,  Antalya,  SunAnatolia Otel,  executive,  2, 19740,  0.2,  0.30000000000000004
2024-06-12,  2024-08-02,  2,  Johannesburg,  Protea Hotel by Marriott Johannesburg Balalaika Sandton,  suit,  2, 7120,  0.35000000000000003,  0.85
2024-05-21,  2024-07-10,  6,  Tokyo,  Keio Plaza Hotel,  suit,  2,  24720,  0.35000000000000003,  0.85
2024-05-28,  2024-07-20,  6,  Londra,  Premier Inn London,  executive,  3,  37800,  0.25,  0.30000000000000004
2024-06-09,  2024-08-02,  1,  Seul,  Staz Hotel Myeongdong,  deluxe,  7, 8260,  0.2,  0.30000000000000004
2024-06-24,  2024-08-10,  1,  Milano,  Bulgari Hotel Milano,  large,  11, 50380,  0.4,  0.8
2024-05-31,  2024-07-18,  5,  Paris,  Novotel Paris Les Halles,  deluxe,  11, 125400,  0.2,  0.85
2024-05-31,  2024-07-24,  4,  Şanghay,  Shanghai Blue Mountain Hostel,  standard,  2, 5520,  0.30000000000000004,  0.45000000000000007
2024-06-19,  2024-08-02,  2,  Gaziantep,  Divan Gaziantep,  suit,  2, 7760,  0.25,  0.8
2024-06-05,  2024-07-26,  1,  Auckland,  President Hotel,  executive,  1, 1370,  0.15000000000000002,  0.75
2024-05-25,  2024-07-14,  11,  Şanghay,  The Peninsula Shanghai,  large,  9,  542520,  0.25,  0.65
2024-05-17,  2024-07-10,  2,  Nairobi,  Best Western Plus Meridian,  deluxe,  4,  8560,  0.15000000000000002,  0.45000000000000007
2024-06-04,  2024-07-25,  1,  Adana,  Masel Hotel,  large,  1,  1200,  0.2,  0.75
2024-06-08,  2024-08-01,  6,  Johannesburg,  Signature Lux Hotel,  large,  7,  36120,  0.15000000000000002,  0.75
2024-06-03,  2024-07-21,  2,  Kuala Lumpur,  The St. Regis Kuala Lumpur,  deluxe,  3, 20400,  0.3,  0.5
2024-06-11,  2024-07-31,  3,  Cape Town,  The Table Bay Hotel,  suit,  27,  218700,  0.4,  0.95
2024-05-29,  2024-07-21,  7,  İzmir,  Hotel Baylan Basmane,  deluxe,  8,  57680,  0.2,  0.30000000000000004
2024-06-08,  2024-07-26,  6,  Jakarta,  Fairmont Jakarta,  large,  2, 99600,  0.4,  0.65
2024-05-23,  2024-07-12,  1,  Sydney,  Vibe Hotel Sydney,  executive,  2,  3420,  0.2,  1
2024-06-15,  2024-07-27,  1,  Los Angeles,  The Beverly Hills Hotel,  standard,  10, 47100,  0.3,  0.95
2024-06-04,  2024-07-22,  6,  Adana,  Sheraton Grand Adana,  suit,  5, 116100,  0.4,  1
2024-06-18,  2024-08-09,  5,  Konya,  Derya Hotel,  suit,  4,  25000,  0.25,  0.45000000000000007
2024-06-09,  2024-07-29,  6,  Bursa,  Marriott Bonvoy,  deluxe,  9,  57780,  0.25,  0.30000000000000004
2024-06-03,  2024-07-19,  2,  Sydney,  Park Hyatt Sydney,  large,  5, 41000,  0.25,  0.65
2024-06-04,  2024-07-27,  3,  Mumbai,  The Taj Mahal Palace,  executive,  1,  6900,  0.25,  0.5
2024-06-18,  2024-07-30,  1,  Sydney,  Park Hyatt Sydney,  standard,  10, 30300,  0.25,  0.65
2024-06-20,  2024-08-07,  6,  Kuala Lumpur,  The St. Regis Kuala Lumpur,  large,  2, 50760,  0.3,  0.5
2024-05-28,  2024-07-13,  4,  Londra,  Claridge's,  suit,  9, 75600,  0.3,  0.5
2024-05-25,  2024-07-17,  2,  Pekin,  King’s Joy Hotel,  standard,  1, 1120,  0.30000000000000004,  0.6000000000000001
2024-06-15,  2024-08-04,  3,  Las Vegas,  Bellagio Las Vegas,  deluxe,  2,  14580,  0.4,  0.95
2024-06-10,  2024-07-24,  5,  Barselona,  Hotel Arts Barcelona,  deluxe,  2, 32900,  0.4,  1
2024-06-05,  2024-07-25,  2,  Mersin,  Radisson Blu Hotel,  deluxe,  37,  119140,  0.25,  1
2024-05-20,  2024-07-11,  1,  Bursa,  Marriott Bonvoy,  executive,  1,  1460,  0.25,  0.30000000000000004
2024-06-03,  2024-07-26,  13,  Adana,  Cukurova Park Hotel,  suit,  6,  82680,  0.30000000000000004,  0.30000000000000004
2024-05-25,  2024-07-13,  2,  Milano,  Ibis Milano Centro,  large,  12, 24000,  0.25,  0.45000000000000007
2024-06-23,  2024-08-09,  12,  Viyana,  Palais Hansen Kempinski,  standard,  32, 944640,  0.25,  0.5
2024-05-27,  2024-07-20,  1,  Şanlıurfa,  Manici Hotel,  suit,  3, 5550,  0.30000000000000004,  0.85
2024-06-11,  2024-07-30,  3,  Seul,  Staz Hotel Myeongdong,  suit,  10, 39000,  0.2,  0.30000000000000004
2024-06-08,  2024-07-29,  5,  Cairo,  Kempinski Nile Hotel,  suit,  2,  22200,  0.35,  0.65
2024-06-01,  2024-07-19,  3,  Barselona,  H10 Casanova,  standard,  10, 61200,  0.25,  0.7
2024-06-23,  2024-08-05,  5,  İzmir,  Wyndham Grand Izmir Ozdilek,  large,  1, 8050,  0.2,  0.7
2024-05-26,  2024-07-18,  5,  Las Vegas,  Circus Circus Hotel & Casino,  deluxe,  2,  12500,  0.15000000000000002,  0.30000000000000004
2024-06-11,  2024-08-02,  4,  Ankara,  Hotel Ickale,  large,  2, 8800,  0.35000000000000003,  0.55
2024-05-27,  2024-07-18,  8,  Nevşehir,  Shoestring Cave House,  large,  13,  115440,  0.25,  0.30000000000000004
2024-06-10,  2024-07-29,  5,  Nairobi,  Ibis Styles Nairobi Westlands,  suit,  5, 25750,  0.15000000000000002,  0.45000000000000007
2024-06-01,  2024-07-23,  6,  San Francisco,  The Mosser,  deluxe,  12,  92160,  0.25,  0.75
2024-05-25,  2024-07-17,  1,  Pekin,  King’s Joy Hotel,  standard,  7, 3920,  0.30000000000000004,  0.6000000000000001
2024-06-06,  2024-07-24,  2,  Ankara,  Movenpick Hotel Ankara,  large,  2, 6120,  0.30000000000000004,  0.7
2024-05-25,  2024-07-16,  5,  Kuala Lumpur,  Ibis Styles Kuala Lumpur,  executive,  3,  28050,  0.15000000000000002,  0.30000000000000004
2024-05-25,  2024-07-10,  3,  Bursa,  Hilton Bursa,  large,  2, 8460,  0.2,  0.85
2024-05-31,  2024-07-22,  1,  Mumbai,  The Taj Mahal Palace,  executive,  1, 2170,  0.25,  0.5
2024-06-11,  2024-08-02,  2,  Hong Kong,  Hotel Sav Hong Kong,  standard,  10,  21000,  0.30000000000000004,  0.75
2024-06-04,  2024-07-23,  2,  Auckland,  Cordis,  executive,  2, 10280,  0.25,  0.7
2024-06-05,  2024-07-25,  5,  Trabzon,  Ramada Plaza Trabzon,  executive,  2,  26100,  0.35,  0.5
2024-06-04,  2024-07-26,  3,  Las Vegas,  New York-New York Hotel & Casino,  large,  14, 53340,  0.30000000000000004,  0.4
2024-05-28,  2024-07-19,  13,  Hong Kong,  Butterfly on Prat,  executive,  1,  16640,  0.30000000000000004,  0.6000000000000001
2024-05-30,  2024-07-21,  4,  Singapur,  Holiday Inn Singapore Orchard City Centre,  deluxe,  1, 5880,  0.25,  0.7
2024-05-25,  2024-07-17,  1,  Paris,  Timhotel Opera Blanche,  large,  9, 8190,  0.15000000000000002,  0.75
2024-05-25,  2024-07-11,  15,  Paris,  Shangri-La Hotel Paris,  standard,  9, 658800,  0.4,  1
2024-06-07,  2024-07-27,  1,  Cairo,  Osiris Hotel Cairo,  deluxe,  1,  1210,  0.2,  0.75
2024-05-25,  2024-07-17,  5,  San Francisco,  Four Seasons Hotel San Francisco,  standard,  14,  293300,  0.3,  1
2024-06-12,  2024-07-29,  1,  Sydney,  Shangri-La Hotel Sydney,  large,  15, 44250,  0.35,  0.8
2024-06-25,  2024-08-07,  2,  Eskişehir,  Grand Namli Hotel,  standard,  2, 4920,  0.30000000000000004,  0.7
2024-06-16,  2024-07-29,  4,  Trabzon,  Ramada Plaza Trabzon,  deluxe,  33, 356400,  0.35,  0.5
2024-06-07,  2024-07-23,  6,  Sydney,  Four Seasons Hotel Sydney,  large,  1, 16560,  0.3,  1
2024-06-14,  2024-08-02,  6,  Dubai,  Hilton Garden Inn Dubai,  executive,  2, 24120,  0.35000000000000003,  1
2024-06-04,  2024-07-24,  5,  Nevşehir,  Museum Hotel,  suit,  6, 90000,  0.4,  0.95
2024-06-01,  2024-07-23,  4,  Muğla,  Eskici Hostel,  deluxe,  1,  4560,  0.2,  0.6000000000000001
2024-06-05,  2024-07-26,  4,  Seul,  Ibis Styles Ambassador,  standard,  6,  24240,  0.25,  0.30000000000000004
2024-06-14,  2024-08-05,  6,  Bali,  AYANA Resort and Spa Bali,  suit,  2,  30480,  0.25,  0.95
2024-06-13,  2024-08-06,  5,  Pekin,  Rosewood Beijing,  executive,  2, 35900,  0.4,  1
2024-05-29,  2024-07-23,  1,  Adana,  Divan Adana,  executive,  5,  10300,  0.35,  0.65
2024-06-06,  2024-07-26,  2,  Ankara,  Hotel Abro Sezenler,  deluxe,  1,  2520,  0.25,  0.75
2024-06-07,  2024-07-25,  1,  Londra,  The Ritz London,  large,  1, 2860,  0.35,  1
2024-06-17,  2024-07-29,  12,  Miami,  Hilton Miami Downtown,  large,  9, 126360,  0.25,  0.85
2024-06-19,  2024-08-08,  3,  Buenos Aires,  Faena Hotel Buenos Aires,  suit,  35, 265650,  0.25,  0.5
2024-06-09,  2024-07-31,  2,  Paris,  Ibis Paris Montmartre,  suit,  5,  13400,  0.15000000000000002,  0.6000000000000001
2024-06-05,  2024-07-29,  1,  Mersin,  Hilton Mersin,  executive,  2,  7760,  0.3,  1
2024-06-08,  2024-07-30,  5,  Seul,  Ibis Styles Ambassador,  deluxe,  10, 74000,  0.25,  0.30000000000000004
2024-05-21,  2024-07-14,  2,  Şanlıurfa,  Hilton Garden Inn Sanliurfa,  executive,  2,  17040,  0.25,  0.5
2024-05-27,  2024-07-18,  4,  Şanghay,  Ibis Shanghai Yu Garden,  standard,  8, 25280,  0.30000000000000004,  0.45000000000000007
2024-05-22,  2024-07-10,  1,  Singapur,  Ibis Singapore on Bencoolen,  executive,  1, 2040,  0.25,  0.30000000000000004
2024-06-02,  2024-07-23,  2,  San Francisco,  Hotel Nikko San Francisco,  suit,  3, 10740,  0.2,  1
2024-06-19,  2024-08-10,  3,  Madrid,  Hotel Europa,  standard,  1, 2880,  0.2,  0.75
2024-06-13,  2024-08-02,  8,  Singapur,  York Hotel Singapore,  deluxe,  4, 64640,  0.2,  0.4
2024-06-12,  2024-07-31,  2,  Bali,  The St. Regis Bali Resort,  deluxe,  1, 4500,  0.35,  1
2024-06-15,  2024-07-28,  6,  Mexico City,  St. Regis Mexico City,  deluxe,  1, 25260,  0.4,  0.8
2024-06-02,  2024-07-22,  9,  Tokyo,  Hotel Mystays Asakusa,  executive,  2,  30420,  0.2,  0.6000000000000001
2024-06-05,  2024-07-23,  13,  Dubai,  Burj Al Arab,  deluxe,  2, 52000,  0.25,  0.8
2024-05-22,  2024-07-13,  2,  Ankara,  Hotel Ickale,  large,  10,  21000,  0.35000000000000003,  0.55
2024-05-21,  2024-07-13,  6,  İstanbul,  Hotel Venera,  deluxe,  13,  126360,  0.2,  0.6000000000000001
2024-05-30,  2024-07-22,  10,  İstanbul,  Mercure Istanbul,  deluxe,  2, 37400,  0.35000000000000003,  0.55
2024-05-26,  2024-07-17,  3,  Ankara,  Movenpick Hotel Ankara,  suit,  10,  77400,  0.30000000000000004,  0.7
2024-06-07,  2024-07-22,  1,  Milano,  Hotel Principe di Savoia,  suit,  1, 2360,  0.25,  0.65
2024-05-27,  2024-07-13,  7,  Jakarta,  Mercure Jakarta Kota,  standard,  11, 155540,  0.2,  1
2024-05-26,  2024-07-17,  4,  Bangkok,  Holiday Inn Bangkok,  executive,  2,  13600,  0.30000000000000004,  0.7
2024-06-23,  2024-08-08,  2,  Milano,  Hotel Principe di Savoia,  suit,  15, 74400,  0.25,  0.65
2024-05-29,  2024-07-22,  8,  Auckland,  Sofitel Auckland Viaduct Harbour,  standard,  1, 32320,  0.4,  0.5
2024-05-21,  2024-07-11,  5,  Milano,  Hotel Berna,  deluxe,  1,  7200,  0.25,  0.45000000000000007
2024-05-24,  2024-07-10,  14,  Mumbai,  The Taj Mahal Palace,  large,  2, 60480,  0.25,  0.5
2024-06-18,  2024-08-02,  15,  San Francisco,  The Ritz-Carlton,  deluxe,  8, 418800,  0.25,  0.95
2024-06-23,  2024-08-10,  15,  Mersin,  Atlıhan Hotel,  large,  2, 51900,  0.25,  0.55
2024-06-18,  2024-08-07,  1,  Singapur,  Hotel Boss,  standard,  10,  8300,  0.2,  0.30000000000000004
2024-05-19,  2024-07-13,  13,  Sydney,  Ibis Sydney Darling Harbour,  deluxe,  6,  372840,  0.30000000000000004,  0.30000000000000004
2024-05-18,  2024-07-11,  1,  Şanghay,  Waldorf Astoria Shanghai on the Bund,  standard,  2,  8400,  0.4,  0.95
2024-06-07,  2024-07-24,  6,  New York,  The Plaza Hotel,  deluxe,  2, 25680,  0.3,  1
2024-06-03,  2024-07-27,  3,  Seul,  Hotel Manu,  standard,  1,  3090,  0.25,  0.6000000000000001
2024-06-23,  2024-08-07,  3,  New York,  Four Seasons Hotel New York,  deluxe,  2, 12120,  0.3,  1
2024-05-31,  2024-07-25,  10,  Doha,  Plaza Inn Doha,  large,  2,  12200,  0.15000000000000002,  0.6000000000000001
2024-06-29,  2024-08-10,  9,  Auckland,  Hilton Auckland,  standard,  2, 75420,  0.35,  0.8
2024-06-10,  2024-07-27,  9,  Bangkok,  Shangri-La Hotel Bangkok,  deluxe,  7, 156870,  0.3,  1
2024-06-03,  2024-07-27,  1,  Ankara,  Hotel Abro Sezenler,  large,  6,  5700,  0.25,  0.75
2024-05-21,  2024-07-10,  2,  Rio de Janeiro,  Royal Rio Palace Hotel,  suit,  2, 6200,  0.2,  0.75
2024-06-22,  2024-08-09,  5,  Madrid,  The Westin Palace Madrid,  suit,  1, 14600,  0.35,  1
2024-06-23,  2024-08-07,  9,  Antalya,  Akra Barut,  standard,  2, 52200,  0.3,  1
2024-05-28,  2024-07-12,  4,  Bursa,  Divan Bursa,  large,  1, 5200,  0.30000000000000004,  0.7
2024-05-21,  2024-07-10,  1,  Delhi,  Radisson Blu Plaza Delhi,  executive,  2, 3440,  0.30000000000000004,  0.55
2024-05-21,  2024-07-13,  2,  Doha,  Premier Inn Doha Education City,  deluxe,  1, 1980,  0.2,  0.75
2024-06-05,  2024-07-29,  1,  Barselona,  Hotel 1898,  executive,  1, 1480,  0.2,  1
2024-05-27,  2024-07-17,  10,  Viyana,  Hotel Erzherzog Rainer,  large,  2, 20600,  0.25,  0.6000000000000001
2024-06-06,  2024-07-27,  4,  Auckland,  Kiwi International Hotel,  executive,  1,  6960,  0.25,  0.6000000000000001
2024-06-14,  2024-07-31,  1,  Buenos Aires,  Alvear Palace Hotel,  large,  11, 27720,  0.35,  0.65
2024-06-08,  2024-07-28,  5,  Jakarta,  The Ritz-Carlton Jakarta,  standard,  9, 298800,  0.4,  0.8
2024-06-24,  2024-08-07,  6,  Muğla,  D-Resort Gocek,  large,  2, 31320,  0.25,  0.65
2024-06-10,  2024-08-01,  5,  Mersin,  Dostlar Hotel,  standard,  2,  10500,  0.2,  0.6000000000000001
2024-06-01,  2024-07-24,  6,  Bali,  The Bene Hotel,  large,  12,  63360,  0.30000000000000004,  0.30000000000000004
2024-06-25,  2024-08-07,  11,  Mumbai,  The St. Regis Mumbai,  standard,  37, 598290,  0.30000000000000004,  1
2024-06-16,  2024-08-03,  14,  Cairo,  Kempinski Nile Hotel,  deluxe,  2, 93240,  0.35,  0.65
2024-05-27,  2024-07-21,  7,  Jakarta,  Ibis Jakarta Tamarin,  deluxe,  1,  10430,  0.2,  0.30000000000000004
2024-06-09,  2024-07-30,  13,  Adana,  Adana Plaza Hotel,  executive,  2,  31200,  0.30000000000000004,  0.6000000000000001
2024-06-19,  2024-08-06,  1,  Ankara,  Swissotel Ankara,  large,  7, 13790,  0.35,  0.65
2024-05-25,  2024-07-15,  5,  Doha,  Millennium Hotel Doha,  suit,  1, 5550,  0.25,  0.55
2024-06-02,  2024-07-24,  2,  Milano,  Starhotels Anderson,  suit,  7,  27580,  0.35000000000000003,  0.85
2024-06-03,  2024-07-17,  1,  Cairo,  Ramses Hilton,  large,  2, 2640,  0.35000000000000003,  0.85
2024-06-07,  2024-07-25,  2,  Hong Kong,  Mandarin Oriental Hong Kong,  large,  10, 61000,  0.3,  0.8
2024-06-10,  2024-08-01,  12,  Doha,  La Villa Hotel,  standard,  2,  14640,  0.30000000000000004,  0.6000000000000001
