date_reservation, date_accommodation_begin, nights, city, hotel_name, room_type, number_of_rooms, total_price, cancellation7, cancellation2
2024-05-21, 2024-07-13, 5, Hong Kong, Regal Hongkong Hotel, large, 6, 78000, 0.2, 0.55
2024-06-14, 2024-08-08, 1, Melbourne, Grand Hyatt Melbourne, large, 5, 32400, 0.3, 0.5
2024-05-22, 2024-07-15, 1, Ankara, Alfin Otel, deluxe, 2, 1980, 0.25, 0.45000000000000007
2024-06-08, 2024-07-31, 6, Cape Town, Holiday Inn Express Cape Town, deluxe, 2, 12480, 0.2, 0.30000000000000004
2024-06-19, 2024-08-08, 6, Sydney, Park Hyatt Sydney, suit, 6, 103320, 0.25, 0.65
2024-06-09, 2024-07-30, 2, Paris, Shangri-La Hotel Paris, large, 9, 113580, 0.4, 1
2024-06-05, 2024-07-27, 12, Şanghay, Holiday Inn Shanghai, large, 8, 383040, 0.35000000000000003, 0.4
2024-06-06, 2024-07-27, 5, Cairo, Pyramids View Inn, suit, 1, 9750, 0.2, 0.6000000000000001
2024-05-31, 2024-07-22, 2, New York, Four Seasons Hotel New York, suit, 1, 5980, 0.3, 1
2024-06-08, 2024-08-02, 6, San Francisco, Hotel Nikko San Francisco, standard, 11, 210540, 0.2, 1
2024-05-28, 2024-07-18, 1, San Francisco, Four Seasons Hotel San Francisco, executive, 1, 3460, 0.3, 1
2024-06-13, 2024-08-02, 15, Nevşehir, Stone House Cave Hotel, suit, 15, 463500, 0.35000000000000003, 0.4
2024-06-09, 2024-08-02, 5, Trabzon, Usta Park Hotel, standard, 8, 78400, 0.25, 0.75
2024-06-04, 2024-07-27, 1, Hong Kong, The Peninsula Hong Kong, executive, 2, 4720, 0.3, 0.8
2024-06-09, 2024-08-02, 2, Nairobi, Ibis Styles Nairobi Westlands, standard, 6, 6480, 0.15000000000000002, 0.45000000000000007
2024-06-15, 2024-08-04, 10, Londra, Ibis London City, large, 1, 6400, 0.25, 0.30000000000000004
2024-06-16, 2024-08-07, 2, Kuala Lumpur, Hotel Pudu Plaza, executive, 1, 3460, 0.15000000000000002, 0.75
2024-06-08, 2024-08-01, 2, Tokyo, Tokyu Stay Shibuya, standard, 2, 3440, 0.25, 0.75
2024-05-30, 2024-07-21, 11, Eskişehir, The Merlot Hotel, deluxe, 6, 180840, 0.30000000000000004, 0.55
2024-06-14, 2024-08-04, 4, Johannesburg, Four Seasons Hotel The Westcliff Johannesburg, standard, 4, 97920, 0.25, 0.95
2024-06-17, 2024-08-06, 5, Johannesburg, Sandton Sun, standard, 2, 24700, 0.25, 0.8
2024-05-20, 2024-07-11, 8, Barselona, W Barcelona, executive, 1, 62160, 0.3, 1
2024-06-06, 2024-07-31, 14, Los Angeles, Hollywood Hotel, standard, 2, 23520, 0.15000000000000002, 0.75
2024-06-09, 2024-07-31, 1, Adana, Cukurova Park Hotel, suit, 5, 5000, 0.30000000000000004, 0.30000000000000004
2024-06-09, 2024-08-01, 5, San Francisco, Four Seasons Hotel San Francisco, executive, 1, 17300, 0.3, 1
2024-06-12, 2024-08-02, 6, Moskova, Maxima Panorama Hotel, executive, 1, 12000, 0.15000000000000002, 0.45000000000000007
2024-06-01, 2024-07-24, 3, Cape Town, Best Western Cape Suites Hotel, standard, 2, 2940, 0.15000000000000002, 0.30000000000000004
2024-05-27, 2024-07-21, 5, Doha, Premier Inn Doha Education City, suit, 5, 33000, 0.2, 0.75
2024-05-23, 2024-07-14, 1, Rio de Janeiro, Grand Hyatt Rio de Janeiro, standard, 1, 4030, 0.4, 0.8
2024-06-05, 2024-07-28, 2, San Francisco, Chancellor Hotel, executive, 4, 15040, 0.25, 0.7
2024-06-10, 2024-08-01, 2, Eskişehir, Tasigo Hotels Eskisehir, deluxe, 3, 19560, 0.4, 0.95
2024-06-08, 2024-08-01, 2, Doha, Four Seasons Hotel Doha, suit, 30, 211200, 0.35, 1
2024-05-27, 2024-07-19, 13, Seul, Ibis Styles Ambassador, standard, 6, 81900, 0.25, 0.30000000000000004
2024-06-04, 2024-07-25, 13, Muğla, D-Resort Gocek, large, 13, 550940, 0.25, 0.65
2024-06-17, 2024-08-10, 6, Buenos Aires, Alvear Palace Hotel, large, 9, 251640, 0.35, 0.65
2024-06-09, 2024-08-03, 4, Kuala Lumpur, Hotel Sentral Kuala Lumpur, deluxe, 9, 47520, 0.25, 0.30000000000000004
2024-06-06, 2024-07-29, 8, Bursa, Divan Bursa, standard, 1, 10560, 0.30000000000000004, 0.7
2024-05-19, 2024-07-12, 1, Doha, Holiday Inn Doha, large, 6, 11700, 0.30000000000000004, 0.4
2024-05-20, 2024-07-10, 2, San Francisco, The Ritz-Carlton, suit, 1, 6000, 0.25, 0.95
2024-06-18, 2024-08-09, 3, Bursa, Efehan Hotel, suit, 4, 12360, 0.25, 0.30000000000000004
2024-05-23, 2024-07-12, 1, Jakarta, Mercure Jakarta Kota, executive, 2, 5460, 0.2, 1
2024-06-19, 2024-08-09, 4, Muğla, Hotel Dort Mevsim, suit, 3, 22680, 0.25, 0.45000000000000007
2024-06-17, 2024-08-09, 2, Nevşehir, Peri Cave Hotel, suit, 4, 8560, 0.25, 0.30000000000000004
2024-05-23, 2024-07-17, 15, Mexico City, NH Collection Mexico City Reforma, deluxe, 9, 1003050, 0.25, 1
2024-06-12, 2024-08-02, 2, Nairobi, Villa Rosa Kempinski Nairobi, deluxe, 1, 7440, 0.4, 0.5
2024-06-03, 2024-07-24, 2, Miami, The Biltmore Hotel Miami, large, 1, 4280, 0.4, 0.95
2024-05-30, 2024-07-19, 3, Milano, Hotel Bolzano, executive, 1, 5700, 0.15000000000000002, 0.30000000000000004
2024-06-01, 2024-07-24, 2, Miami, Runway Inn Miami, large, 17, 21420, 0.25, 0.75
2024-06-19, 2024-08-10, 1, Bursa, Marriott Bonvoy, suit, 3, 4200, 0.25, 0.30000000000000004
2024-06-18, 2024-08-09, 6, Las Vegas, New York-New York Hotel & Casino, suit, 5, 64800, 0.30000000000000004, 0.4
2024-05-22, 2024-07-15, 1, Antalya, Rixos Downtown Antalya, executive, 2, 25740, 0.35, 1
2024-06-03, 2024-07-26, 15, Bangkok, Shangri-La Hotel Bangkok, large, 2, 129000, 0.3, 1
2024-06-08, 2024-07-30, 7, Aydın, Charisma De Luxe Hotel, suit, 19, 470820, 0.35, 1
2024-06-01, 2024-07-24, 1, Bursa, Sheraton Bursa Hotel, large, 31, 182280, 0.35, 1
2024-06-11, 2024-08-03, 2, Johannesburg, The Michelangelo Hotel, suit, 9, 48240, 0.4, 0.5
2024-06-01, 2024-07-22, 3, Hong Kong, Holiday Inn Golden Mile, suit, 10, 180000, 0.30000000000000004, 0.55
2024-05-27, 2024-07-20, 1, Adana, Sheraton Grand Adana, large, 1, 5000, 0.4, 1
2024-06-01, 2024-07-22, 1, Tokyo, Keio Plaza Hotel, executive, 2, 5060, 0.35000000000000003, 0.85
2024-06-07, 2024-07-27, 2, Las Vegas, Wynn Las Vegas, deluxe, 1, 8620, 0.3, 1
2024-06-11, 2024-08-01, 10, Adana, Cukurova Park Hotel, executive, 1, 11200, 0.30000000000000004, 0.30000000000000004
2024-06-03, 2024-07-27, 2, Auckland, Grand Millennium Auckland, suit, 5, 66000, 0.35000000000000003, 0.7
2024-05-25, 2024-07-18, 2, Muğla, Karya Hotel, deluxe, 1, 8860, 0.2, 0.75
2024-05-20, 2024-07-11, 8, Trabzon, Fengo Hotel, suit, 9, 180720, 0.30000000000000004, 0.7
2024-05-19, 2024-07-11, 2, Mersin, Divan Mersin, standard, 2, 22880, 0.3, 1
2024-05-17, 2024-07-10, 15, Roma, Rome Cavalieri, deluxe, 2, 118800, 0.4, 0.65
2024-06-07, 2024-08-01, 12, Moskova, Four Seasons Hotel Moscow, large, 3, 189720, 0.3, 0.8
2024-06-17, 2024-08-06, 2, Sydney, Novotel Sydney Central, executive, 1, 4920, 0.25, 0.85
2024-05-29, 2024-07-20, 7, Viyana, Hotel Erzherzog Rainer, suit, 2, 28420, 0.25, 0.6000000000000001
2024-06-16, 2024-08-10, 2, Rio de Janeiro, Windsor Asturias, deluxe, 2, 18720, 0.30000000000000004, 0.6000000000000001
2024-06-08, 2024-07-28, 6, İstanbul, Sirkeci Park Hotel, executive, 1, 10200, 0.25, 0.75
2024-06-04, 2024-07-27, 1, Bangkok, Shangri-La Hotel Bangkok, standard, 2, 7720, 0.3, 1
2024-05-24, 2024-07-13, 2, Las Vegas, Treasure Island, standard, 5, 12700, 0.30000000000000004, 0.7
2024-05-28, 2024-07-17, 2, Moskova, Four Seasons Hotel Moscow, deluxe, 9, 73620, 0.3, 0.8
2024-06-02, 2024-07-23, 5, Aydın, Sezgin Hotel, large, 7, 37450, 0.25, 0.45000000000000007
2024-05-30, 2024-07-20, 6, Auckland, Park Hyatt Auckland, suit, 4, 84960, 0.3, 0.5
2024-05-31, 2024-07-22, 13, Sydney, Novotel Sydney Central, suit, 2, 48360, 0.25, 0.85
2024-05-30, 2024-07-21, 1, Johannesburg, The Maslow Hotel, suit, 9, 17190, 0.35000000000000003, 1
2024-06-15, 2024-08-05, 5, Antalya, Akra Barut, large, 2, 41600, 0.3, 1
2024-06-12, 2024-08-04, 5, Johannesburg, Sandton Sun, deluxe, 2, 23700, 0.25, 0.8
2024-06-19, 2024-08-10, 8, Melbourne, Park Hyatt Melbourne, standard, 6, 259200, 0.3, 0.95
2024-06-03, 2024-07-27, 5, Viyana, Star Inn Hotel Wien, suit, 1, 7700, 0.2, 0.30000000000000004
2024-06-02, 2024-07-24, 2, Tokyo, Keio Plaza Hotel, deluxe, 2, 6800, 0.35000000000000003, 0.85
2024-05-19, 2024-07-11, 2, Antalya, Grand Gulluk Hotel, deluxe, 2, 15080, 0.25, 0.45000000000000007
2024-05-29, 2024-07-19, 6, Şanlıurfa, El Ruha Hotel, deluxe, 9, 245160, 0.3, 0.8
2024-06-18, 2024-08-07, 2, Muğla, Karya Hotel, suit, 4, 41040, 0.2, 0.75
2024-05-21, 2024-07-14, 13, İzmir, Swissotel Buyuk Efes, standard, 1, 62530, 0.4, 0.8
2024-05-18, 2024-07-10, 4, Trabzon, Radisson Blu Hotel Trabzon, executive, 2, 75360, 0.25, 0.5
2024-05-24, 2024-07-15, 8, İstanbul, Hotel Venera, deluxe, 10, 117600, 0.2, 0.6000000000000001
2024-06-19, 2024-08-09, 3, Los Angeles, The Beverly Hills Hotel, deluxe, 6, 76140, 0.3, 0.95
2024-05-22, 2024-07-13, 3, Los Angeles, Four Seasons Hotel Los Angeles, standard, 6, 90720, 0.3, 0.65
2024-06-11, 2024-07-31, 2, Antalya, Akra V Hotel, large, 4, 17200, 0.35000000000000003, 0.85
2024-05-25, 2024-07-16, 3, Los Angeles, The Westin Bonaventure Hotel, large, 13, 54600, 0.30000000000000004, 0.7
2024-06-18, 2024-08-09, 1, Los Angeles, Hollywood Hotel, executive, 2, 3960, 0.15000000000000002, 0.75
2024-06-05, 2024-07-30, 1, Seul, Four Points by Sheraton Josun, executive, 1, 2220, 0.2, 0.85
2024-05-27, 2024-07-20, 3, Melbourne, Best Western Atlantis Hotel, suit, 1, 3030, 0.15000000000000002, 0.6000000000000001
2024-06-17, 2024-08-08, 1, Konya, Derya Hotel, suit, 3, 3450, 0.25, 0.45000000000000007
2024-05-24, 2024-07-13, 1, Bali, The Stones Hotel - Legian Bali, deluxe, 2, 1740, 0.35000000000000003, 0.7
2024-05-22, 2024-07-11, 4, İstanbul, Four Seasons Hotel Istanbul, executive, 2, 23200, 0.35, 0.95
2024-05-29, 2024-07-22, 1, Antalya, Ramada Plaza Antalya, suit, 3, 12870, 0.2, 0.85
2024-06-07, 2024-07-31, 6, Bursa, Efehan Hotel, suit, 6, 35280, 0.25, 0.30000000000000004
2024-06-05, 2024-07-25, 2, Aydın, Richmond Ephesus Resort, executive, 1, 7040, 0.4, 1
2024-05-22, 2024-07-16, 1, Mumbai, The Oberoi Mumbai, large, 34, 116960, 0.25, 0.8
2024-06-01, 2024-07-22, 7, Pekin, Waldorf Astoria Beijing, deluxe, 3, 75810, 0.3, 0.65
2024-05-26, 2024-07-20, 15, Kuala Lumpur, Hotel Sentral Kuala Lumpur, large, 2, 104400, 0.25, 0.30000000000000004
2024-05-27, 2024-07-19, 7, Antalya, Akra Barut, deluxe, 14, 334180, 0.3, 1
2024-06-06, 2024-07-28, 2, Singapur, Ibis Singapore on Bencoolen, large, 2, 4360, 0.25, 0.30000000000000004
2024-06-10, 2024-08-01, 14, Miami, Best Western Plus Miami-Doral/Dolphin Mall, large, 4, 25200, 0.30000000000000004, 0.75
2024-06-18, 2024-08-07, 15, Las Vegas, Luxor Hotel & Casino, large, 9, 245700, 0.35000000000000003, 0.4
2024-06-16, 2024-08-07, 6, Paris, Mercure Paris Centre Tour Eiffel, deluxe, 8, 223200, 0.35000000000000003, 1
2024-05-23, 2024-07-14, 10, Ankara, Hotel Abro Sezenler, standard, 6, 51600, 0.25, 0.75
2024-06-15, 2024-08-07, 8, Nairobi, Hemingways Nairobi, large, 1, 50320, 0.4, 1
2024-05-21, 2024-07-15, 2, Mexico City, NH Collection Mexico City Reforma, executive, 2, 11920, 0.25, 1
2024-05-29, 2024-07-23, 5, Londra, DoubleTree by Hilton Londra, suit, 8, 54000, 0.35000000000000003, 0.85
2024-05-20, 2024-07-12, 2, Los Angeles, The Beverly Hills Hotel, suit, 1, 19280, 0.3, 0.95
2024-06-12, 2024-08-03, 2, Melbourne, Radisson on Flagstaff Gardens, standard, 12, 31440, 0.35000000000000003, 0.4
2024-05-25, 2024-07-16, 2, Prag, Mandarin Oriental Prague, suit, 12, 59520, 0.4, 0.65
2024-05-25, 2024-07-18, 12, Doha, Plaza Inn Doha, large, 7, 54600, 0.15000000000000002, 0.6000000000000001
2024-06-03, 2024-07-28, 7, Miami, Hotel St. Michel, suit, 3, 27300, 0.30000000000000004, 0.30000000000000004
2024-06-13, 2024-08-06, 4, Aydın, Korumar Ephesus Beach, suit, 2, 37600, 0.3, 1
2024-05-23, 2024-07-16, 6, San Francisco, The Mosser, deluxe, 2, 16080, 0.25, 0.75
2024-06-04, 2024-07-27, 5, New York, Marriott Marquis Times Square, suit, 1, 42100, 0.2, 0.7
2024-06-07, 2024-07-27, 1, Antalya, Grand Gulluk Hotel, large, 2, 1880, 0.25, 0.45000000000000007
2024-05-31, 2024-07-25, 4, Gaziantep, Grand Hotel Gaziantep, suit, 12, 134880, 0.3, 0.95
2024-06-10, 2024-07-31, 3, Prag, Ibis Praha Old Town, deluxe, 1, 3450, 0.30000000000000004, 0.30000000000000004
2024-06-01, 2024-07-26, 2, Miami, The Setai Miami Beach, suit, 2, 11080, 0.3, 0.5
2024-06-07, 2024-07-28, 1, Nevşehir, Shoestring Cave House, large, 1, 1220, 0.25, 0.30000000000000004
2024-06-08, 2024-07-31, 1, Gaziantep, Kucuk Velic Hotel, suit, 9, 11700, 0.2, 0.75
2024-06-03, 2024-07-23, 3, Las Vegas, Circus Circus Hotel & Casino, suit, 4, 18600, 0.15000000000000002, 0.30000000000000004
2024-06-05, 2024-07-30, 2, Gaziantep, Divan Gaziantep, suit, 2, 9040, 0.25, 0.8
2024-06-06, 2024-07-31, 2, İstanbul, Four Seasons Hotel Istanbul, large, 3, 26460, 0.35, 0.95
2024-06-16, 2024-08-06, 2, Cape Town, The Table Bay Hotel, executive, 5, 29700, 0.4, 0.95
2024-06-17, 2024-08-09, 1, Londra, Premier Inn London, standard, 7, 6090, 0.25, 0.30000000000000004
2024-06-18, 2024-08-07, 3, Nevşehir, Kayakapi Premium Caves, standard, 1, 7710, 0.25, 0.65
2024-06-15, 2024-08-08, 4, Ankara, Sheraton Ankara, standard, 4, 54240, 0.25, 1
2024-06-11, 2024-08-01, 4, Barselona, Hotel Arts Barcelona, large, 1, 12040, 0.4, 1
2024-06-07, 2024-07-28, 3, Miami, The Setai Miami Beach, executive, 2, 11340, 0.3, 0.5
2024-06-02, 2024-07-22, 2, Jakarta, Hotel Indonesia Kempinski, deluxe, 6, 46920, 0.35, 0.8
2024-06-14, 2024-08-07, 7, Mumbai, Four Seasons Hotel Mumbai, deluxe, 2, 109200, 0.25, 0.5
2024-06-04, 2024-07-27, 1, Trabzon, Fengo Hotel, large, 3, 6540, 0.30000000000000004, 0.7
2024-06-03, 2024-07-27, 1, İzmir, Met Boutique Hotel, suit, 3, 3150, 0.2, 0.45000000000000007
2024-05-28, 2024-07-22, 2, Bangkok, Shangri-La Hotel Bangkok, deluxe, 12, 68400, 0.3, 1
2024-05-28, 2024-07-17, 2, İstanbul, The Constantine Hotel, large, 14, 28840, 0.25, 0.75
2024-06-16, 2024-08-06, 1, Eskişehir, Anemon Eskisehir, large, 15, 34650, 0.25, 0.55
2024-06-05, 2024-07-29, 1, İstanbul, The Constantine Hotel, suit, 1, 1690, 0.25, 0.75
2024-06-07, 2024-07-27, 2, Londra, Ibis London City, large, 2, 2400, 0.25, 0.30000000000000004
2024-06-15, 2024-08-04, 2, Dubai, Four Points by Sheraton Sheikh Zayed Road, deluxe, 1, 3760, 0.2, 0.85
2024-05-19, 2024-07-13, 2, Adana, Adana Plaza Hotel, large, 2, 2520, 0.30000000000000004, 0.6000000000000001
2024-05-21, 2024-07-14, 8, Roma, Hotel de Russie, executive, 1, 34480, 0.3, 1
2024-05-30, 2024-07-20, 5, Antalya, Akra Barut, executive, 2, 84600, 0.3, 1
2024-06-12, 2024-08-02, 5, İzmir, Met Boutique Hotel, deluxe, 4, 16800, 0.2, 0.45000000000000007
2024-05-25, 2024-07-18, 5, Kuala Lumpur, Hotel Pudu Plaza, executive, 2, 16500, 0.15000000000000002, 0.75
2024-06-02, 2024-07-25, 4, Roma, Hotel Lancelot, standard, 10, 38800, 0.30000000000000004, 0.30000000000000004
2024-05-25, 2024-07-19, 12, San Francisco, Fairmont San Francisco, deluxe, 1, 68280, 0.25, 0.8
2024-06-01, 2024-07-24, 10, Dubai, Ibis One Central, large, 12, 54000, 0.2, 0.75
2024-06-17, 2024-08-07, 14, Hong Kong, The Peninsula Hong Kong, standard, 5, 158200, 0.3, 0.8
2024-06-01, 2024-07-24, 14, Riyadh, Ibis Riyadh Olaya Street, deluxe, 1, 11200, 0.15000000000000002, 0.6000000000000001
2024-06-07, 2024-07-29, 12, Ankara, Hotel Ickale, suit, 2, 42960, 0.35000000000000003, 0.55
2024-06-15, 2024-08-06, 5, Milano, Hotel Principe di Savoia, executive, 1, 11300, 0.25, 0.65
2024-05-22, 2024-07-16, 4, Tokyo, Hotel Mystays Asakusa, suit, 9, 48960, 0.2, 0.6000000000000001
2024-06-14, 2024-08-06, 1, Sydney, Rydges Sydney Central, large, 9, 15120, 0.2, 0.7
2024-06-07, 2024-07-30, 4, Bangkok, The Peninsula Bangkok, executive, 2, 25200, 0.4, 1
2024-06-09, 2024-07-31, 3, Hong Kong, Novotel Century Hong Kong, executive, 2, 15720, 0.35000000000000003, 0.55
2024-06-03, 2024-07-26, 6, Pekin, Rosewood Beijing, executive, 1, 25980, 0.4, 1
2024-06-15, 2024-08-05, 3, Mersin, Divan Mersin, executive, 1, 11400, 0.3, 1
2024-05-22, 2024-07-14, 4, Singapur, Raffles Hotel Singapore, standard, 2, 43920, 0.25, 0.65
2024-06-06, 2024-07-30, 5, Sydney, Park Hyatt Sydney, standard, 30, 676500, 0.25, 0.65
2024-05-27, 2024-07-16, 1, Las Vegas, Luxor Hotel & Casino, large, 10, 18500, 0.35000000000000003, 0.4
2024-05-21, 2024-07-13, 6, Şanlıurfa, Hilton Garden Inn Sanliurfa, standard, 2, 89880, 0.25, 0.5
2024-05-22, 2024-07-12, 1, Milano, Hotel Bolzano, deluxe, 1, 1410, 0.15000000000000002, 0.30000000000000004
2024-05-31, 2024-07-24, 14, Delhi, The Metropolitan Hotel & Spa New Delhi, deluxe, 10, 261800, 0.30000000000000004, 0.7
2024-05-20, 2024-07-12, 6, Sydney, Shangri-La Hotel Sydney, large, 8, 216480, 0.35, 0.8
2024-05-31, 2024-07-22, 7, Antalya, SunAnatolia Otel, executive, 2, 67340, 0.2, 0.30000000000000004
2024-06-11, 2024-08-02, 2, Johannesburg, Protea Hotel by Marriott Johannesburg Balalaika Sandton, suit, 2, 23120, 0.35000000000000003, 0.85
2024-05-21, 2024-07-10, 6, Tokyo, Keio Plaza Hotel, suit, 2, 24720, 0.35000000000000003, 0.85
2024-05-28, 2024-07-20, 6, Londra, Premier Inn London, executive, 3, 37800, 0.25, 0.30000000000000004
2024-06-08, 2024-08-02, 1, Seul, Staz Hotel Myeongdong, deluxe, 7, 8610, 0.2, 0.30000000000000004
2024-06-20, 2024-08-10, 1, Milano, Bulgari Hotel Milano, large, 11, 53240, 0.4, 0.8
2024-05-28, 2024-07-18, 5, Paris, Novotel Paris Les Halles, deluxe, 11, 343200, 0.2, 0.85
2024-05-30, 2024-07-24, 4, Şanghay, Shanghai Blue Mountain Hostel, standard, 2, 5760, 0.30000000000000004, 0.45000000000000007
2024-06-13, 2024-08-02, 2, Gaziantep, Divan Gaziantep, suit, 2, 7840, 0.25, 0.8
2024-06-04, 2024-07-26, 1, Auckland, President Hotel, executive, 1, 4580, 0.15000000000000002, 0.75
2024-05-25, 2024-07-14, 11, Şanghay, The Peninsula Shanghai, large, 9, 542520, 0.25, 0.65
2024-05-17, 2024-07-10, 2, Nairobi, Best Western Plus Meridian, deluxe, 4, 8560, 0.15000000000000002, 0.45000000000000007
2024-06-04, 2024-07-25, 1, Adana, Masel Hotel, large, 1, 1200, 0.2, 0.75
2024-06-08, 2024-08-01, 6, Johannesburg, Signature Lux Hotel, large, 7, 36120, 0.15000000000000002, 0.75
2024-06-01, 2024-07-21, 2, Kuala Lumpur, The St. Regis Kuala Lumpur, deluxe, 3, 53040, 0.3, 0.5
2024-06-11, 2024-07-31, 3, Cape Town, The Table Bay Hotel, suit, 27, 218700, 0.4, 0.95
2024-05-29, 2024-07-21, 7, İzmir, Hotel Baylan Basmane, deluxe, 8, 57680, 0.2, 0.30000000000000004
2024-06-01, 2024-07-26, 6, Jakarta, Fairmont Jakarta, large, 2, 102360, 0.4, 0.65
2024-05-23, 2024-07-12, 1, Sydney, Vibe Hotel Sydney, executive, 2, 3420, 0.2, 1
2024-06-07, 2024-07-27, 1, Los Angeles, The Beverly Hills Hotel, standard, 10, 50400, 0.3, 0.95
2024-05-31, 2024-07-22, 6, Adana, Sheraton Grand Adana, suit, 5, 141300, 0.4, 1
2024-06-18, 2024-08-09, 5, Konya, Derya Hotel, suit, 4, 25000, 0.25, 0.45000000000000007
2024-06-09, 2024-07-29, 6, Bursa, Marriott Bonvoy, deluxe, 9, 57780, 0.25, 0.30000000000000004
2024-05-25, 2024-07-19, 2, Sydney, Park Hyatt Sydney, large, 5, 54300, 0.25, 0.65
2024-06-04, 2024-07-27, 3, Mumbai, The Taj Mahal Palace, executive, 1, 6900, 0.25, 0.5
2024-06-07, 2024-07-30, 1, Sydney, Park Hyatt Sydney, standard, 10, 42900, 0.25, 0.65
2024-06-13, 2024-08-07, 6, Kuala Lumpur, The St. Regis Kuala Lumpur, large, 2, 67320, 0.3, 0.5
2024-05-23, 2024-07-13, 4, Londra, Claridge's, suit, 9, 96480, 0.3, 0.5
2024-05-24, 2024-07-17, 2, Pekin, King’s Joy Hotel, standard, 1, 1180, 0.30000000000000004, 0.6000000000000001
2024-06-15, 2024-08-04, 3, Las Vegas, Bellagio Las Vegas, deluxe, 2, 14580, 0.4, 0.95
2024-06-01, 2024-07-24, 5, Barselona, Hotel Arts Barcelona, deluxe, 2, 59900, 0.4, 1
2024-06-05, 2024-07-25, 2, Mersin, Radisson Blu Hotel, deluxe, 37, 119140, 0.25, 1
2024-05-20, 2024-07-11, 1, Bursa, Marriott Bonvoy, executive, 1, 1460, 0.25, 0.30000000000000004
2024-06-03, 2024-07-26, 13, Adana, Cukurova Park Hotel, suit, 6, 82680, 0.30000000000000004, 0.30000000000000004
2024-05-24, 2024-07-13, 2, Milano, Ibis Milano Centro, large, 12, 25200, 0.25, 0.45000000000000007
2024-06-18, 2024-08-09, 12, Viyana, Palais Hansen Kempinski, standard, 32, 1451520, 0.25, 0.5
2024-05-26, 2024-07-20, 1, Şanlıurfa, Manici Hotel, suit, 3, 6120, 0.30000000000000004, 0.85
2024-06-10, 2024-07-30, 3, Seul, Staz Hotel Myeongdong, suit, 10, 40500, 0.2, 0.30000000000000004
2024-06-08, 2024-07-29, 5, Cairo, Kempinski Nile Hotel, suit, 2, 22200, 0.35, 0.65
2024-05-27, 2024-07-19, 3, Barselona, H10 Casanova, standard, 10, 80700, 0.25, 0.7
2024-06-15, 2024-08-05, 5, İzmir, Wyndham Grand Izmir Ozdilek, large, 1, 22750, 0.2, 0.7
2024-05-26, 2024-07-18, 5, Las Vegas, Circus Circus Hotel & Casino, deluxe, 2, 12500, 0.15000000000000002, 0.30000000000000004
2024-06-09, 2024-08-02, 4, Ankara, Hotel Ickale, large, 2, 10240, 0.35000000000000003, 0.55
2024-05-27, 2024-07-18, 8, Nevşehir, Shoestring Cave House, large, 13, 115440, 0.25, 0.30000000000000004
2024-06-09, 2024-07-29, 5, Nairobi, Ibis Styles Nairobi Westlands, suit, 5, 26250, 0.15000000000000002, 0.45000000000000007
2024-06-01, 2024-07-23, 6, San Francisco, The Mosser, deluxe, 12, 92160, 0.25, 0.75
2024-05-24, 2024-07-17, 1, Pekin, King’s Joy Hotel, standard, 7, 4130, 0.30000000000000004, 0.6000000000000001
2024-06-02, 2024-07-24, 2, Ankara, Movenpick Hotel Ankara, large, 2, 7080, 0.30000000000000004, 0.7
2024-05-25, 2024-07-16, 5, Kuala Lumpur, Ibis Styles Kuala Lumpur, executive, 3, 28050, 0.15000000000000002, 0.30000000000000004
2024-05-17, 2024-07-10, 3, Bursa, Hilton Bursa, large, 2, 9840, 0.2, 0.85
2024-05-30, 2024-07-22, 1, Mumbai, The Taj Mahal Palace, executive, 1, 2190, 0.25, 0.5
2024-06-11, 2024-08-02, 2, Hong Kong, Hotel Sav Hong Kong, standard, 10, 21000, 0.30000000000000004, 0.75
2024-06-03, 2024-07-23, 2, Auckland, Cordis, executive, 2, 10600, 0.25, 0.7
2024-06-05, 2024-07-25, 5, Trabzon, Ramada Plaza Trabzon, executive, 2, 26100, 0.35, 0.5
2024-06-01, 2024-07-26, 3, Las Vegas, New York-New York Hotel & Casino, large, 14, 174720, 0.30000000000000004, 0.4
2024-05-28, 2024-07-19, 13, Hong Kong, Butterfly on Prat, executive, 1, 16640, 0.30000000000000004, 0.6000000000000001
2024-05-29, 2024-07-21, 4, Singapur, Holiday Inn Singapore Orchard City Centre, deluxe, 1, 19160, 0.25, 0.7
2024-05-23, 2024-07-17, 1, Paris, Timhotel Opera Blanche, large, 9, 8550, 0.15000000000000002, 0.75
2024-05-20, 2024-07-11, 15, Paris, Shangri-La Hotel Paris, standard, 9, 770850, 0.4, 1
2024-06-07, 2024-07-27, 1, Cairo, Osiris Hotel Cairo, deluxe, 1, 1210, 0.2, 0.75
2024-05-25, 2024-07-17, 5, San Francisco, Four Seasons Hotel San Francisco, standard, 14, 293300, 0.3, 1
2024-06-07, 2024-07-29, 1, Sydney, Shangri-La Hotel Sydney, large, 15, 49350, 0.35, 0.8
2024-06-18, 2024-08-07, 2, Eskişehir, Grand Namli Hotel, standard, 2, 6680, 0.30000000000000004, 0.7
2024-06-06, 2024-07-29, 4, Trabzon, Ramada Plaza Trabzon, deluxe, 33, 497640, 0.35, 0.5
2024-05-30, 2024-07-23, 6, Sydney, Four Seasons Hotel Sydney, large, 1, 33120, 0.3, 1
2024-06-13, 2024-08-02, 6, Dubai, Hilton Garden Inn Dubai, executive, 2, 25560, 0.35000000000000003, 1
2024-05-30, 2024-07-24, 5, Nevşehir, Museum Hotel, suit, 6, 120900, 0.4, 0.95
